id	paper	permanent_id	sample_type	latitude	longitude	continent	year_of_sampling_from	year_of_sampling_to	Biome	primers	MAT	MAP	pH	SOC	ITS_total	manipulated	abundances
13622	263	GF05006203S	soil	-43.6475	172.346	Australia	2017	2017	anthropogenic	fITS7/ITS4	12.1	654	6.4	4.2	77202	0	30
13633	263	GF05006168S	soil	-43.6475	172.346	Australia	2017	2017	anthropogenic	fITS7/ITS4	12.1	654	6.4	4.2	105655	0	6
13675	499	GF03009166S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	61835	0	128
13689	807	GF01005432S	soil	52.2731	-3.54029	Europe	2013	2014	grassland	ITS5/5.8S_fungi	8.1	1430	5.1	18.7	86298	0	3
13756	573	GF03003427S	rhizosphere soil	42.5928	-2.85282	Europe	2017	2017	cropland	ITS3_KYO2/ITS4	13	598	7.5	4.4	61478	0	92
13757	573	GF03003426S	rhizosphere soil	42.506	-2.77837	Europe	2017	2017	cropland	ITS3_KYO2/ITS4	12.9	735	7.8	5.1	87228	0	460
13759	73	GF05023644S	soil	44.3844	89.0936	Asia	2017	2017	cropland	ITS5/ITS2	8.9	181	8.3	0.6	72912	0	1
13765	439	GF04003245S	soil	27.28	108.98	Asia	2017	2017	cropland	ITS5/ITS2	17.8	993	6.6	3.9	58391	0	298
13797	421	GF04004885S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	173886	0	3
13870	451	GF04002234S	soil	38.872	-122.427	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.2	6.9	86115	1	204
13892	362	GF04018677S	root	33.7428	-117.705	North America	2015	2015	shrubland	5.8S_Fun/ITS4_Fun	17.7	367	6.7	3.3	55039	1	11
13899	499	GF03009167S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	65860	0	110
13975	345	GF04019928S	soil	36.2317	114.963	Asia	2014	2014	cropland	ITS3/ITS4	14.7	533	8.1	5.2	91423	0	57
13992	451	GF04002235S	soil	38.873	-122.427	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	118612	1	32
14047	439	GF04003246S	soil	32.03	118.87	Asia	2017	2017	cropland	ITS5/ITS2	16	980	6.9	13.6	61171	0	14
14063	181	GF05014417S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	104131	0	58
14111	835	GF01000946S	soil	-30.2005	149.597	Australia	2014	2014	cropland	ITS1F/ITS4	19.3	600	7.1	0.6	256924	0	25
14141	797	GF01006268S	soil	30.21	103.37	Asia	2016	2016	cropland	ITS5/ITS2	16.2	1206	6.2	15.1	25938	0	3
14206	261	GF05006574S	soil	35.3832	-78.0389	North America	2016	2016	cropland	ITS1F_KYO2/ITS2_KYO2	16.7	1192	5.4	7.4	263402	0	1
14209	423	GF04004676S	soil	28.3727	116.902	Asia	2017	2017	cropland	ITS1F/ITS2	19.1	1711	5.9	11	69738	0	7
14233	659	GF01018991S	soil	32.5833	96.55	Asia	2011	2011	grassland	ITS3/ITS4	1.1	283	7.2	3.5	86047	0	17
14248	50	GF05026011S	soil	47.01	6.66	Europe	2014	2014	grassland	ITS3/ITS4	6.7	1506	5.7	24.2	16209	0	7
14257	323	GF05000706S	rhizosphere soil	29.06	121.68	Asia	2016	2016	grassland	ITS3/ITS4	18	1509	NA	NA	14484	0	5
14269	821	GF01004839S	soil	-33.9602	142.46	Australia	2010	2010	shrubland	fITS7/ITS4	17.3	295	7	0	83683	0	10
14272	163	GF05015985S	topsoil	51.2293	19.2454	Europe	2018	2018	anthropogenic	ITS3/ITS4	8.5	597	6.2	7.8	229525	0	17
14277	160	GF05016126S	rhizosphere soil	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	32417	0	3
14289	461	GF04001550S	soil	51.2842	10.3719	Europe	2011	2011	grassland	fITS7/ITS4	8.4	543	6.5	15.5	37838	0	17
14298	238	GF05010143S	soil	35.2167	107.667	Asia	2018	2018	cropland	ITS5/ITS2	10.9	585	7.8	3.4	50877	0	10
14300	160	GF05016123S	rhizosphere soil	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	39485	0	47
14307	517	GF03007832S	rhizosphere soil	30.32	120.4	Asia	2017	2017	anthropogenic	ITS1/ITS2	17.4	1339	NA	NA	13741	0	1
14310	275	GF05005270S	soil	47.18	7.4	Europe	2017	2017	cropland	ITS3/ITS4	10.5	1083	6.5	9.3	42784	0	1
14362	439	GF04003418S	soil	48.14	126.99	Asia	2017	2017	cropland	ITS5/ITS2	1.9	523	6.1	7.6	82599	0	2
14368	642	GF02000337S	soil	-15.9489	-5.67854	Africa	2018	2018	woodland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	18.8	892	6.7	5	24495	0	3
14426	99	GF05021961S	air	45.08	-73.38	North America	2010	2010	cropland	ITS5/ITS4	7.7	907	6.1	16.9	47041	0	1
14465	339	GF04020308S	soil	30.3616	113.107	Asia	2015	2015	cropland	gITS7/ITS4	17.4	1172	7.2	8.6	12520	0	5
14503	362	GF04018680S	root	33.7428	-117.705	North America	2015	2015	shrubland	5.8S_Fun/ITS4_Fun	17.7	367	6.7	3.3	30400	0	131
14507	298	GF05002935S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	30576	0	38
14521	181	GF05014494S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	57680	0	6
14562	231	GF05010488S	root	53.8689	-1.32606	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	77913	0	20
14573	1	GF05031366S	soil	47.5233	27.0651	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	9.9	537	6.6	3.3	10622	0	6
14618	270	GF05005407S	rhizosphere soil	32.8667	120.817	Asia	2018	2018	forest	ITS3/ITS4	15.3	1057	6.9	10.5	40659	1	1
14627	312	GF05001482V	soil	-33.98	18.43	Africa	2016	2016	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	5.6	7.1	13470	0	1
14697	312	GF05001449V	soil	35.46	72.24	Asia	2015	2015	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	6.8	9	9018	0	2
14698	312	GF05000475V	soil	-25.08	-53.19	South America	2018	2018	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	5.1	4.2	7110	0	1
14715	312	GF05000039V	soil	4.92	-75.27	South America	2019	2019	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	5.9	24.9	5864	0	2
14766	312	GF05000530V	soil	7.11	39.75	Africa	2019	2019	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	6	14	7095	0	2
14787	312	GF05001503V	soil	-28.26	32.48	Africa	2016	2016	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	5.7	4.1	11977	0	2
14822	312	GF05000856V	soil	-37.78	176.32	Australia	2019	2019	anthropogenic	ITS9MUNngs/ITS4ngsUni	NA	NA	5.7	12.3	6367	0	1
14831	312	GF05000490V	soil	45.77	8.59	Europe	2019	2019	forest	ITS9MUNngs/ITS4ngsUni	NA	NA	6	11.7	14782	0	7
14873	451	GF04002240S	soil	38.87	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	92713	0	81
14886	122	GF05019570S	rhizosphere soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	43017	0	2
14887	122	GF05019571S	rhizosphere soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	60008	0	7
14891	659	GF01018994S	soil	31.8167	92.8667	Asia	2011	2011	grassland	ITS3/ITS4	0.7	285	7.5	2.7	57611	0	3
14943	659	GF01018995S	soil	36.7	99.3	Asia	2011	2011	grassland	ITS3/ITS4	1.4	188	8.4	0	136850	0	21
14968	835	GF01001866S	soil	-30.2009	149.597	Australia	2014	2014	cropland	ITS1F/ITS4	19.3	600	7	0.6	211472	0	18
15106	339	GF04020191S	soil	30.3616	113.107	Asia	2015	2015	cropland	gITS7/ITS4	17.4	1172	7.2	8.6	13069	0	15
15107	574	GF03003409S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	141962	0	72
15138	295	GF05003534S	water	34.9868	135.745	Asia	2018	2018	aquatic	ITS1F_KYO2/ITS2_KYO2	16.3	1352	6.3	17.3	6763	0	5
15205	451	GF04002243S	soil	38.869	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	86676	1	3
15209	451	GF04002244S	soil	38.869	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	81843	1	2
15213	421	GF04004884S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	74739	1	2
15220	574	GF03003407S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	86259	0	258
15226	659	GF01018996S	soil	37.35	97.1333	Asia	2011	2011	grassland	ITS3/ITS4	3.3	106	8.5	0	79776	0	6
15238	431	GF04003934S	root	38.8586	-99.3354	North America	2015	2015	grassland	fITS7/ITS4	12.6	547	7.3	2.3	133351	1	225
15249	73	GF05023627S	soil	44.3844	89.0936	Asia	2017	2017	cropland	ITS5/ITS2	8.9	181	8.3	0.6	65349	0	1
15278	451	GF04002246S	soil	38.869	-122.429	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	93458	1	10
15306	421	GF04004879S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	162806	1	4
15314	262	GF05006331S	soil	47.4946	10.2868	Europe	2017	2017	grassland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	7.9	1531	6.2	15.8	31236	0	1
15394	499	GF03009170S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	63618	0	1
15396	499	GF03009172S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	70208	0	37
15398	499	GF03009169S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	78340	0	151
15406	423	GF04004678S	soil	28.2875	116.839	Asia	2017	2017	cropland	ITS1F/ITS2	19.1	1803	5.3	11.5	59094	0	33
15480	731	GF01010950S	soil	50.1586	8.82167	Europe	2014	2014	grassland	fITS9/ITS4	10.1	768	6.5	6.3	12970	0	2
15492	345	GF04019929S	soil	35.0668	117.074	Asia	2015	2015	cropland	ITS3/ITS4	14.3	752	7.8	5	61820	0	18
15494	819	GF01004899S	rhizosphere soil	32.5417	111.91	Asia	2015	2015	cropland	ITS3/ITS4	16.2	870	7.2	7.2	55167	0	10
15495	819	GF01004900S	soil	33.3618	114.27	Asia	2015	2015	cropland	ITS3/ITS4	15.7	855	8	6	59841	0	6
15500	345	GF04019931S	soil	37.0036	117.629	Asia	2014	2014	cropland	ITS3/ITS4	13.6	648	7.7	5.5	117675	0	4
15501	819	GF01004901S	soil	35.0668	117.074	Asia	2015	2015	cropland	ITS3/ITS4	14.3	752	7.8	5	61820	0	18
15520	345	GF04019930S	soil	33.3618	114.27	Asia	2015	2015	cropland	ITS3/ITS4	15.7	855	8	6	59841	0	6
15540	181	GF05014566S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	54065	0	25
15543	335	GF05000003S	root	10.3258	-84.8404	North America	2012	2012	cropland	5.8S/ITS4	18.9	2544	5.5	6.7	399892	0	37
15562	298	GF05002715S	shoot	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	46521	0	3
15577	312	GF05001599V	soil	33.15	49.3	Asia	2017	2017	woodland	ITS9MUNngs/ITS4ngsUni	NA	NA	7.5	3.5	16748	0	1
15612	181	GF05014390S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	62782	0	19
15614	35	GF05027825S	soil	29.207	119.649	Asia	2018	2018	shrubland	gITS7/ITS4	15.1	1855	5.5	8.9	71705	0	1
15625	451	GF04002250S	soil	38.872	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.2	7.3	87735	1	66
15637	298	GF05002712S	shoot	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	78703	0	2
15788	393	GF04007168S	soil	64.0003	-21.1858	Europe	2013	2013	grassland	ITS1F/ITS2	5	1352	5.6	16.3	76945	1	1
15856	499	GF03009173S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	70725	0	2
15865	393	GF04007169S	soil	64.0003	-21.1858	Europe	2013	2013	grassland	ITS1F/ITS2	5	1352	5.6	16.3	92793	1	4
15898	559	GF03005589S	soil	51.3916	11.8756	Europe	2016	2016	grassland	fITS7/ITS4	9.5	481	6.9	5.1	44543	0	56
15904	339	GF04020192S	soil	31.0007	119.59	Asia	2015	2015	cropland	gITS7/ITS4	16.7	1083	6	14.2	5069	0	1
15910	50	GF05025781S	soil	46.75	9.45	Europe	2012	2012	cropland	ITS3/ITS4	7.8	959	6.1	13.8	24199	0	8
15916	420	GF04004909S	rhizosphere soil	34.2833	108.067	Asia	2016	2016	cropland	ITS1F/ITS2	14.7	734	8	7.4	45678	0	39
15958	421	GF04004886S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	57965	1	1
16102	439	GF04003249S	soil	42.72	125.92	Asia	2017	2017	cropland	ITS5/ITS2	6	783	5.9	4.9	69153	0	19
16108	194	GF05012962S	soil	5.0964	-73.79	South America	2018	2018	forest	ITS9MUNngs/ITS4ngsUni	13.8	756	5.7	9.2	26444	0	39
16121	276	GF05005122S	soil	32.87	96.91	Asia	2014	2014	grassland	gITS7/ITS4	0.9	231	7.5	5.1	82411	0	1
16182	222	GF05011240S	soil	37.2	116.381	Asia	2017	2017	cropland	gITS7/ITS4	14	564	8.1	7.3	105094	0	5
16217	421	GF04004887S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	191253	1	3
16223	238	GF05010142S	soil	35.2167	107.667	Asia	2018	2018	cropland	ITS5/ITS2	10.9	585	7.8	3.4	51623	0	7
16251	451	GF04002254S	soil	38.87	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	86257	1	62
16266	160	GF05016068S	soil	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	36103	0	9
16343	613	GF02006237S	soil	36.084	108.527	Asia	2017	2017	grassland	ITS5/ITS2	9.3	532	7.8	6.5	54632	0	2
16344	50	GF05026098S	soil	46.87	6.97	Europe	2013	2013	cropland	ITS3/ITS4	10.6	893	6.5	6.6	16310	0	4
16396	117	GF05019834S	soil	58.3667	26.5355	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	5.7	619	6.6	15.3	54362	0	58
16436	101	GF05021749S	soil	32.859	110.011	Asia	2015	2015	shrubland	ITS1F/ITS2 + ITS3/ITS4	15.9	679	6.5	12.2	181731	0	1
16497	659	GF01018998S	soil	35.7	94.2667	Asia	2011	2011	grassland	ITS3/ITS4	-4.2	132	7.2	12.2	62764	0	5
16498	251	GF05009203S	soil	43.4302	118.808	Asia	2018	2018	grassland	ITS1F/ITS2	6.1	334	8.4	2.9	91652	0	1
16533	80	GF05023404S	soil	36.3	-78.615	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	15.3	1138	5.5	6.9	45658	0	1
16642	181	GF05014469S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	56863	0	3
16668	835	GF01001948S	soil	-34.6159	138.782	Australia	2016	2016	woodland	ITS1F/ITS4	16	510	6.8	1.5	72430	0	1
16744	180	GF05014602S	air	40.4081	116.674	Asia	2018	2018	anthropogenic	ITS5/ITS2	11.9	563	7.5	7.6	77990	0	1
16810	451	GF04002247S	soil	38.873	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.3	99839	0	1
16826	451	GF04002256S	soil	38.872	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.2	7.3	93037	1	29
16857	374	GF04017641S	soil	-32.0726	-64.8647	South America	2014	2014	grassland	fITS7/ITS4	10.3	1123	5.6	1.4	33595	0	1
16885	298	GF05002961S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	33602	0	3
16887	574	GF03003411S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	132729	0	2
16902	298	GF05002945S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	50429	0	10
16917	160	GF05016101S	soil	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	14140	0	1
16959	423	GF04004682S	soil	28.4809	116.945	Asia	2017	2017	cropland	ITS1F/ITS2	19	1663	5.8	11	67336	0	80
16975	117	GF05019845S	soil	57.8073	23.2351	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	6.9	593	5.4	16.3	55282	0	76
17046	659	GF01019002S	soil	30.45	91.05	Asia	2011	2011	grassland	ITS3/ITS4	2.4	223	7.6	2.6	60051	0	5
17090	80	GF05023264S	shoot	36.301	-78.615	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	15.3	1138	5.5	6.9	86707	0	2
17101	1	GF05031333S	soil	51.074	21.6568	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	8.4	598	5.6	6.6	9951	0	2
17119	51	GF05025031S	soil	-19.5856	22.1811	Africa	2017	2018	shrubland	ITS1F/ITS4	22.7	416	6.7	0	66451	0	1
17133	194	GF05013139S	soil	-23.7669	133.876	Australia	2010	2010	shrubland	ITS9MUNngs/ITS4ngsUni	22.4	278	7.6	0	19267	0	9
17143	489	GF03009521S	topsoil	40.82	117.93	Asia	2015	2015	cropland	ITS3/ITS4	9.5	519	7.7	2.9	45793	0	4
17152	245	GF05009843S	root	34.2	-117.77	North America	2016	2016	grassland	5.8S_Fun/ITS4_Fun	15.5	582	6.4	4.5	12992	0	9
17156	659	GF01019004S	soil	34.85	98.45	Asia	2011	2011	grassland	ITS3/ITS4	-3.4	265	8.2	1.4	94985	0	65
17169	431	GF04003943S	root	38.8586	-99.3354	North America	2015	2015	grassland	fITS7/ITS4	12.6	547	7.3	2.3	71196	0	60
17174	439	GF04003405S	soil	46.65	124.84	Asia	2017	2017	cropland	ITS5/ITS2	4	425	8.1	4.1	76497	0	1
17250	324	GF05000657S	soil	30.237	-89.624	North America	2017	2017	wetland	ITS1F/ITS2	20.5	1570	5.4	26.6	194899	0	18
17259	172	GF05015227S	soil	13.8075	-89.5992	North America	2017	2017	cropland	ITS86F/ITS4	20	2332	5.7	6.4	53638	0	28
17264	643	GF02000095S	rhizosphere soil	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	116694	0	1
17265	643	GF02000061S	rhizosphere soil	35.84	-83.96	North America	2014	2014	forest	ITS3/ITS4	14.9	1192	5.7	5.7	128082	0	1
17282	243	GF05009893S	soil	49.9894	7.95019	Europe	2015	2015	cropland	fITS7/ITS4	10.5	508	7	3.2	31770	0	1
17291	256	GF05007276S	root + rhizosphere soil	44.19	-96.46	North America	2017	2017	cropland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	6.9	632	6.5	7.1	11497	0	1
17319	784	GF01006956S	soil	34.5567	107.926	Asia	2016	2016	forest	ITS5/ITS2	12	785	7	14.5	42662	0	143
17335	807	GF01005373S	soil	52.6326	-3.55289	Europe	2013	2014	shrubland	ITS5/5.8S_fungi	8.5	1705	5.2	19.9	197651	0	8
17357	423	GF04004672S	soil	28.3045	116.911	Asia	2017	2017	cropland	ITS1F/ITS2	19.2	1789	5.4	11.4	40395	0	4
17359	489	GF03009540S	topsoil	24.88	118.49	Asia	2015	2015	cropland	ITS3/ITS4	21.8	1127	5.9	11.3	61057	0	4
17363	421	GF04004888S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	130433	1	2
17364	20	GF05028524S	soil	51.81	4.323	Europe	2017	2017	cropland	fITS9/ITS4	10.4	819	7.2	12.1	8212	0	9
17370	262	GF05006559S	soil	55.8407	13.7886	Europe	2017	2017	grassland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	7.1	750	5.6	14.2	49333	0	1
17372	117	GF05019799S	soil	58.7144	26.6766	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	5.3	627	6.4	13.4	50202	0	5
17373	20	GF05028520S	soil	51.645	4.499	Europe	2017	2017	cropland	fITS9/ITS4	10.5	806	7.2	3	13041	0	7
17376	117	GF05019785S	soil	58.4487	26.744	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	5.6	644	6.5	15.1	30361	0	4
17438	499	GF03009175S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	81322	0	2
17439	499	GF03009187S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	77998	0	2
17464	423	GF04004684S	soil	28.5136	117.102	Asia	2017	2017	cropland	ITS1F/ITS2	18.4	1861	5.6	12.5	67042	0	6
17529	421	GF04004881S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	163733	1	10
17534	35	GF05027824S	soil	29.2	119.622	Asia	2018	2018	forest	gITS7/ITS4	16.2	1596	5.7	14.2	96872	0	1
17546	630	GF02001171S	shoot	24.095	110.215	Asia	2014	2014	forest	fITS7/ITS4	15.9	2183	4.8	18.6	29059	0	1
17553	339	GF04020193S	soil	32.0084	117.654	Asia	2015	2015	cropland	gITS7/ITS4	16	963	7.1	8.7	6887	0	1
17587	194	GF05013188S	soil	58.5853	23.5692	Europe	2018	2018	grassland	ITS9MUNngs/ITS4ngsUni	6.6	586	6.2	12.3	30280	0	2
17717	421	GF04004889S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	188566	0	11
17741	784	GF01007173S	soil	34.5617	107.926	Asia	2016	2016	forest	ITS5/ITS2	11.7	798	7	15.3	63899	0	1
17766	489	GF03009564S	topsoil	25.36	103.11	Asia	2015	2015	cropland	ITS3/ITS4	15.5	945	6.4	10.4	45027	0	3
17775	420	GF04004910S	rhizosphere soil	34.2833	108.067	Asia	2016	2016	cropland	ITS1F/ITS2	14.7	734	8	7.4	45794	0	2
17779	421	GF04004880S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	151243	0	10
17835	423	GF04004687S	soil	28.3465	116.833	Asia	2017	2017	cropland	ITS1F/ITS2	19.1	1787	5.5	11.4	71046	0	5
17857	659	GF01019101S	soil	35.9833	100.217	Asia	2011	2011	grassland	ITS3/ITS4	2.6	330	8	0.3	85277	0	23
17860	807	GF01005477S	soil	51.7098	-4.82384	Europe	2013	2014	shrubland	ITS5/5.8S_fungi	10.6	1198	5.7	14.4	128652	0	6
17873	101	GF05021737S	soil	39.104	109.927	Asia	2015	2015	shrubland	ITS1F/ITS2 + ITS3/ITS4	8.3	348	NA	NA	254628	0	1
17891	807	GF01005483S	soil	53.2493	-4.3246	Europe	2013	2014	grassland	ITS5/5.8S_fungi	10.2	1061	5.7	15.4	115936	0	70
17915	445	GF04003088S	soil	28.77	115.99	Asia	2017	2017	cropland	ITS5/ITS2	18.5	1611	6	13.9	261640	0	2051
17917	439	GF04003252S	soil	27.78	113.06	Asia	2017	2017	cropland	ITS5/ITS2	18.5	1667	6.3	15.9	69248	0	17
17918	439	GF04003253S	soil	32.69	116.12	Asia	2017	2017	cropland	ITS5/ITS2	15.8	932	6.9	13	77566	0	13
17920	423	GF04004689S	soil	28.2832	116.858	Asia	2017	2017	cropland	ITS1F/ITS2	19.2	1822	5.4	11.8	60807	0	2
17921	423	GF04004692S	soil	28.2097	116.801	Asia	2017	2017	cropland	ITS1F/ITS2	19.1	1763	5.4	11.4	65555	0	13
17922	423	GF04004690S	soil	28.4714	116.969	Asia	2017	2017	cropland	ITS1F/ITS2	19	1640	5.7	11.2	58371	0	4
17933	294	GF05003579S	soil	-22.8394	-48.4277	South America	2018	2018	forest	5.8S_Fun/ITS4_Fun	20.4	1747	5.3	2.5	209185	0	31
18063	423	GF04004661S	soil	28.4714	116.969	Asia	2017	2017	cropland	ITS1F/ITS2	19	1640	5.7	11.2	71718	0	121
18094	731	GF01011225S	root + rhizosphere soil	52.0175	5.97667	Europe	2013	2013	grassland	fITS9/ITS4	9.7	887	4.3	21.9	15845	0	2
18113	181	GF05014558S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	41054	0	7
18134	835	GF01002014S	soil	-34.7109	138.681	Australia	2016	2016	anthropogenic	ITS1F/ITS4	16.3	511	6.7	0	66666	0	18
18219	659	GF01019007S	soil	33.5833	96	Asia	2011	2011	grassland	ITS3/ITS4	-1.5	298	7.3	4.6	44557	0	8
18245	1	GF05031907S	soil	39.9413	-4.82868	Europe	2018	2018	cropland	ITS9MUNngs/ITS4ngsUni	16.6	732	7.3	2.4	11920	0	4
18261	275	GF05005282S	soil	47.18	7.4	Europe	2017	2017	cropland	ITS3/ITS4	10.5	1083	6.5	9.3	41148	0	1
18300	835	GF01001972S	soil	-34.6912	138.667	Australia	2016	2016	grassland	ITS1F/ITS4	16.4	481	6.8	0.9	73390	0	3
18323	137	GF05018452S	soil	30.0421	103.062	Asia	2018	2018	forest	ITS3/ITS4	16.1	1719	6.1	5.3	69302	0	7
18358	835	GF01002018S	soil	-34.6268	138.787	Australia	2016	2016	woodland	ITS1F/ITS4	15.7	501	6.9	1.3	59941	0	1
18388	659	GF01019001S	soil	34.9833	98.5667	Asia	2011	2011	grassland	ITS3/ITS4	-3.9	347	7.8	2.9	89140	0	17
18390	262	GF05006502S	soil	55.6817	13.9094	Europe	2017	2017	grassland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	7.7	694	5.6	18.2	37986	0	21
18393	50	GF05026017S	soil	47.04	8.71	Europe	2016	2016	forest	ITS3/ITS4	5.9	2128	5	18.1	25100	0	32
18399	80	GF05023437S	shoot	35.549	-80.652	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	15.4	1115	5.6	6.5	85875	0	18
18403	659	GF01019060S	soil	37.4333	95.4833	Asia	2011	2011	grassland	ITS3/ITS4	2.5	45	8.3	0	77158	0	10
18414	659	GF01018954S	soil	31.5667	91.85	Asia	2011	2011	grassland	ITS3/ITS4	-0.2	338	7.6	2.8	72270	0	3
18416	659	GF01019073S	soil	35.3167	93.3167	Asia	2011	2011	grassland	ITS3/ITS4	-4.5	218	8.1	1.1	106460	0	5
18421	659	GF01019023S	soil	35.3167	93.3167	Asia	2011	2011	grassland	ITS3/ITS4	-4.5	218	8.1	1.1	82275	0	1
18424	659	GF01019016S	soil	31.8333	91.7	Asia	2011	2011	grassland	ITS3/ITS4	-1.4	461	7.5	2.8	74874	0	2
18426	659	GF01019034S	soil	33.9333	95.7	Asia	2011	2011	grassland	ITS3/ITS4	-1.7	236	7.4	3	112644	0	43
