id	paper	permanent_id	sample_type	latitude	longitude	continent	year_of_sampling_from	year_of_sampling_to	Biome	primers	MAT	MAP	pH	SOC	ITS_total	manipulated	abundances
83	335	GF05000016S	root	8.878	-82.9524	North America	2011	2011	cropland	5.8S/ITS4	21.5	3583	5.6	6.3	549226	0	1
118	574	GF03003408S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	105004	0	40
134	579	GF03002275S	soil	7.08389	38.6189	Africa	2015	2015	cropland	fITS7/ITS4	19	918	6.5	5.5	66278	0	6
159	421	GF04004799S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	177958	1	33
167	122	GF05019561S	soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	60121	0	2
168	122	GF05019583S	soil	24.26	118.05	Asia	2018	2018	forest	ITS5/ITS2	22.1	1142	6.1	8.9	68766	0	2
196	731	GF01010890S	soil	48.38	13.5511	Europe	2014	2014	grassland	fITS9/ITS4	9.7	845	6.2	14.4	4446	0	1
253	143	GF05017621S	soil	45.6357	-110.571	North America	2012	2012	woodland	fITS9/ITS4	7.4	294	7.2	7.2	147497	0	12
273	421	GF04004803S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	137525	1	37
343	658	GF01019131S	soil	31.5222	89.7547	Asia	2011	2011	desert	ITS3/ITS4	0.1	187	8.3	0	66473	0	8
381	362	GF04018655S	root	33.7428	-117.705	North America	2015	2015	shrubland	5.8S_Fun/ITS4_Fun	17.7	367	6.7	3.3	42766	1	1
390	421	GF04004833S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	92781	1	2
396	335	GF05000020S	root	10.3252	-84.8405	North America	2011	2011	cropland	5.8S/ITS4	18.9	2544	5.5	6.7	317795	0	4
455	275	GF05005220S	soil	47.18	7.4	Europe	2017	2017	cropland	ITS3/ITS4	10.5	1083	6.5	9.3	42049	0	3
489	420	GF04004894S	rhizosphere soil	34.2833	108.067	Asia	2015	2015	cropland	ITS1F/ITS2	14.7	734	8	7.4	46767	0	1
490	420	GF04004895S	rhizosphere soil	34.2833	108.067	Asia	2015	2015	cropland	ITS1F/ITS2	14.7	734	8	7.4	45733	0	5
513	642	GF02000327S	soil	-15.9604	-5.64978	Africa	2018	2018	woodland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	19.8	871	7.2	4.8	11855	0	4
545	421	GF04004807S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	128613	0	13
583	835	GF01000767S	soil	-34.7109	138.681	Australia	2016	2016	anthropogenic	ITS1F/ITS4	16.3	511	6.7	0	19342	0	3
593	251	GF05009186S	soil	42.9039	116.012	Asia	2018	2018	grassland	ITS1F/ITS2	2.9	322	7.9	2	81633	0	1
676	423	GF04004671S	soil	28.1428	116.923	Asia	2017	2017	cropland	ITS1F/ITS2	19.2	1788	5.5	12	67036	0	4
708	835	GF01000780S	soil	-34.6767	138.665	Australia	2016	2016	grassland	ITS1F/ITS4	16.4	466	7.1	2.1	34296	0	4
713	499	GF03009134S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	64955	0	1
730	574	GF03003404S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	129774	0	24
735	807	GF01005347S	soil	52.2731	-3.54029	Europe	2013	2014	grassland	ITS5/5.8S_fungi	8.1	1430	5.1	18.7	121036	0	2
747	574	GF03003377S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	104242	0	11
748	421	GF04004809S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	190415	1	15
750	659	GF01019122S	soil	32.1833	91.6667	Asia	2011	2011	grassland	ITS3/ITS4	-1.2	288	8.2	0.6	45808	0	2
796	451	GF04002216S	soil	38.871	-122.427	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.2	6.9	105958	1	12
896	423	GF04004649S	soil	28.1397	116.885	Asia	2017	2017	cropland	ITS1F/ITS2	19.2	1776	5.7	11.6	71679	0	14
925	439	GF04003208S	soil	38.31	106.22	Asia	2017	2017	cropland	ITS5/ITS2	10.5	201	8.6	0.5	43400	0	3
951	262	GF05006531S	soil	63.8734	19.7297	Europe	2017	2017	grassland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	3.1	613	4.5	16	43832	0	9
959	420	GF04004896S	rhizosphere soil	34.2833	108.067	Asia	2016	2016	cropland	ITS1F/ITS2	14.7	734	8	7.4	45187	0	1
1009	421	GF04004811S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	180466	1	11
1047	134	GF05018608S	soil	35.9379	126.993	Asia	2017	2017	cropland	ITS3/ITS4	13.7	1246	5.4	13.8	246925	0	1
1123	378	GF04011019S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	720384	0	1
1126	362	GF04018656S	root	33.7428	-117.705	North America	2015	2015	shrubland	5.8S_Fun/ITS4_Fun	17.7	367	6.7	3.3	53810	1	1
1185	378	GF04009067S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	549924	0	2
1233	421	GF04004836S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	162608	0	7
1272	574	GF03003378S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	130624	0	7
1299	559	GF03005590S	soil	51.3916	11.8756	Europe	2016	2016	grassland	fITS7/ITS4	9.5	481	6.9	5.1	46270	0	1
1307	75	GF05023586S	soil	-26.0954	-54.4448	South America	2016	2016	forest	ITS3/ITS4	21.5	1593	5.6	2.2	149909	0	227
1311	421	GF04004812S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	163212	1	1
1318	421	GF04004826S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	211499	0	8
1320	421	GF04004813S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	151616	1	32
1336	421	GF04004814S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	163157	1	7
1372	659	GF01018955S	soil	33.3167	91.8667	Asia	2011	2011	grassland	ITS3/ITS4	-3.9	310	8.2	0.9	95672	0	24
1373	659	GF01018956S	soil	31.0667	91.6833	Asia	2011	2011	grassland	ITS3/ITS4	-0.2	467	7.7	2.3	53781	0	15
1489	439	GF04003210S	soil	32.49	114.35	Asia	2017	2017	cropland	ITS5/ITS2	15.9	1036	7.3	6.8	66615	0	15
1490	423	GF04004650S	soil	28.2289	116.732	Asia	2017	2017	cropland	ITS1F/ITS2	19	1758	5.5	12.2	69768	0	15
1494	421	GF04004846S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	148934	0	20
1504	528	GF03007370S	rhizosphere soil	37.0064	-2.98613	Europe	2013	2013	shrubland	ITS86F/ITS4	13.2	446	7.3	2.4	149175	0	47
1517	421	GF04004801S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	212668	1	9
1525	439	GF04003216S	soil	29.72	113.2	Asia	2017	2017	cropland	ITS5/ITS2	17.7	1318	6.7	14.7	41564	0	134
1571	73	GF05023629S	rhizosphere soil	44.3844	89.0936	Asia	2017	2017	cropland	ITS5/ITS2	8.9	181	8.3	0.6	79501	0	4
1572	573	GF03003414S	soil	42.5406	-2.77389	Europe	2017	2017	cropland	ITS3_KYO2/ITS4	13	626	7.8	2.8	138543	0	18
1601	73	GF05023660S	rhizosphere soil	44.3167	89.0697	Asia	2017	2017	cropland	ITS5/ITS2	9	172	8.5	0.3	73472	0	1
1675	38	GF05027160S	root	51.24	10.31	Europe	2017	2017	forest	ITS3_KYO2/ITS4	7.7	615	5.3	16	15752	0	2
1706	339	GF04020180S	soil	30.0302	114.777	Asia	2015	2015	cropland	gITS7/ITS4	17.5	1295	6.1	13.7	5929	0	2
1708	339	GF04020181S	soil	30.1455	113.096	Asia	2015	2015	cropland	gITS7/ITS4	17.5	1217	6.9	12.5	23381	0	203
1736	489	GF03009610S	topsoil	36.32	109.3	Asia	2015	2015	cropland	ITS3/ITS4	10.9	465	7.9	3.6	21039	0	3
1807	80	GF05023311S	shoot	34.767	-78.101	North America	2018	2018	grassland	5.8S_FUN/ITS4_FUN	17.4	1280	5.3	12.8	30519	0	2
1848	659	GF01018957S	soil	37.4833	95.9	Asia	2011	2011	grassland	ITS3/ITS4	1.5	60	8.5	0	83110	0	8
1858	261	GF05006562S	soil	35.3832	-78.0389	North America	2016	2016	cropland	ITS1F_KYO2/ITS2_KYO2	16.7	1192	5.4	7.4	414909	0	232
1893	421	GF04004819S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	218308	1	15
1915	262	GF05006249S	soil	37.8208	-25.265	Europe	2017	2017	grassland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	14.4	1240	6.2	15.9	59283	0	34
1954	835	GF01000930S	soil	-33.621	150.734	Australia	2015	2015	aquatic	ITS1F/ITS4	17.6	902	5.9	4	164031	0	3
2193	143	GF05017471S	soil	33.5939	-109.141	North America	2012	2012	woodland	fITS9/ITS4	13.2	353	6.9	3.6	151498	0	8
2246	559	GF03005595S	soil	51.3916	11.8756	Europe	2016	2016	grassland	fITS7/ITS4	9.5	481	6.9	5.1	46523	0	6
2256	835	GF01000942S	soil	-39.7293	143.929	Australia	2013	2013	grassland	ITS1F/ITS4	13.6	885	6	8.4	337882	0	9
2308	313	GF05001728S	air	-36.9162	174.646	Australia	2017	2017	anthropogenic	ITS1F/ITS2	15.3	1126	5.4	7.1	152660	0	1
2323	263	GF05006208S	soil	-43.6475	172.346	Australia	2017	2017	anthropogenic	fITS7/ITS4	12.1	654	6.4	4.2	82976	0	4
2357	835	GF01000971S	soil	-35.881	149.008	Australia	2014	2014	grassland	ITS1F/ITS4	9.6	637	6.2	5.8	152720	0	6
2440	835	GF01000978S	soil	-42.6178	147.422	Australia	2014	2014	grassland	ITS1F/ITS4	12.3	458	6.4	2.8	112841	0	1
2447	659	GF01018958S	soil	35.5	93.85	Asia	2011	2011	grassland	ITS3/ITS4	-4.6	138	8.3	0.1	55720	0	100
2482	378	GF04010207S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	833049	0	82
2514	574	GF03003379S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	103394	0	2
2521	574	GF03003380S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	139492	0	359
2535	819	GF01004892S	rhizosphere soil	37.7674	114.891	Asia	2015	2015	cropland	ITS3/ITS4	14.5	515	8	5.7	53705	0	204
2549	421	GF04004802S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	187205	1	6
2557	378	GF04009877S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	651590	0	1
2591	642	GF02000329S	soil	-15.9489	-5.67854	Africa	2018	2018	woodland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	18.8	892	6.7	5	31133	0	5
2597	659	GF01018960S	soil	35.4167	99.3833	Asia	2011	2011	grassland	ITS3/ITS4	-2.6	296	7.6	3.7	61321	0	22
2598	335	GF05000001S	root	8.73839	-82.9491	North America	2011	2011	cropland	5.8S/ITS4	20.4	4146	5.6	11.4	436081	0	11
2605	101	GF05021750S	soil	32.859	110.012	Asia	2015	2015	shrubland	ITS1F/ITS2 + ITS3/ITS4	15.9	679	6.5	12.2	804687	0	1
2628	421	GF04004820S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	177151	1	4
2632	421	GF04004821S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	189509	1	29
2644	231	GF05010504S	root	53.8689	-1.32606	Europe	2016	2016	cropland	ITS1F/ITS4 then gITS7/ITS4	9.6	631	6.5	13	82426	0	2
2701	804	GF01005878S	root	38.91	21.83	Europe	2013	2013	forest	ITS1F/ITS4	11	741	6.9	5.2	31887	0	1
2735	263	GF05006211S	soil	-43.6475	172.346	Australia	2017	2017	anthropogenic	fITS7/ITS4	12.1	654	6.4	4.2	234330	0	154
2747	263	GF05006207S	soil	-43.6475	172.346	Australia	2017	2017	anthropogenic	fITS7/ITS4	12.1	654	6.4	4.2	144257	0	25
2753	345	GF04019916S	soil	34.8457	113.354	Asia	2014	2014	cropland	ITS3/ITS4	15	574	8.1	2.5	54808	0	9
2760	821	GF01004730S	soil	-29.3114	-71.2449	South America	2009	2009	shrubland	fITS7/ITS4	19.4	57	7.5	1.9	64577	0	598
2772	181	GF05014457S	air	45.2487	8.69997	Europe	2016	2016	cropland	ITS1F_KYO2/ITS2	14	869	7	6.7	46556	0	3
2813	574	GF03003381S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	124611	0	94
2816	421	GF04004822S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	172605	1	7
2837	439	GF04003211S	soil	28.91	118.92	Asia	2017	2017	cropland	ITS5/ITS2	18.7	1556	5.8	13.9	75480	0	15
2838	784	GF01006902S	soil	34.5614	107.921	Asia	2016	2016	forest	ITS5/ITS2	11.5	825	7	14.8	77023	0	1
2852	807	GF01005371S	soil	53.1717	-3.57229	Europe	2013	2014	grassland	ITS5/5.8S_fungi	8.7	993	5.8	14.9	1196111	0	22
2859	421	GF04004804S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	154110	1	2
2909	574	GF03003382S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	114697	0	7
2913	835	GF01001013S	soil	-35.881	149.008	Australia	2014	2014	grassland	ITS1F/ITS4	9.6	637	6.2	5.8	136336	0	3
2937	452	GF04002100S	litter	33.7399	-117.729	North America	2016	2016	grassland	fITS9/ITS4	18.7	332	6.9	2.9	178408	0	16
2986	50	GF05026057S	soil	45.85	9	Europe	2014	2014	cropland	ITS3/ITS4	12.1	1192	6.6	5.8	32187	0	10
2991	50	GF05026049S	soil	47.05	7.48	Europe	2014	2014	cropland	ITS3/ITS4	9.8	1101	6	11	38267	0	47
2994	574	GF03003383S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	112128	0	11
3042	574	GF03003402S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	92389	0	24
3056	574	GF03003384S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	103262	0	5
3059	451	GF04002178S	soil	38.871	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.2	7.3	104570	1	6
3087	451	GF04002180S	soil	38.872	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.2	7.3	69753	1	12
3126	101	GF05021732S	soil	35.153	108.782	Asia	2015	2015	shrubland	ITS1F/ITS2 + ITS3/ITS4	11.1	495	7.7	3.5	248302	0	1
3135	51	GF05025646S	soil	-30.5096	29.5581	Africa	2017	2018	shrubland	ITS1F/ITS4	13.3	792	5.9	1	64906	0	1
3182	835	GF01001036S	soil	-35.6387	138.126	Australia	2014	2014	woodland	ITS1F/ITS4	15.3	673	6.6	3.8	109213	0	2
3230	499	GF03009135S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	79100	0	11
3239	262	GF05006448S	soil	38.0974	-7.93638	Europe	2018	2018	grassland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	16.9	608	6.5	1.7	38484	0	11
3259	784	GF01006903S	soil	34.5567	107.926	Asia	2016	2016	forest	ITS5/ITS2	12	785	7	14.5	67338	0	2
3266	451	GF04002182S	soil	38.87	-122.428	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	134262	1	15
3322	835	GF01001047S	soil	-34.692	138.667	Australia	2016	2016	grassland	ITS1F/ITS4	16.4	488	6.8	0.9	113181	0	40
3335	659	GF01019126S	soil	35.1167	93.0333	Asia	2011	2011	grassland	ITS3/ITS4	-5.2	288	7.9	1.9	76255	0	3
3339	439	GF04003212S	soil	35.66	118.84	Asia	2017	2017	cropland	ITS5/ITS2	13.1	816	7.1	7.2	38406	0	15
3361	819	GF01004893S	rhizosphere soil	37.0036	117.629	Asia	2015	2015	cropland	ITS3/ITS4	13.6	648	7.7	5.5	54744	0	6
3379	54	GF05024852S	rhizosphere soil	22.1287	100.669	Asia	2015	2015	cropland	ITS3/ITS4	22.5	1007	5.7	2.4	34212	0	106
3409	574	GF03003385S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	85148	0	111
3449	335	GF05000002S	root	8.87808	-82.9509	North America	2011	2011	cropland	5.8S/ITS4	21.5	3583	5.6	5.9	418789	0	1
3467	439	GF04003214S	soil	45.1	124.88	Asia	2017	2017	cropland	ITS5/ITS2	5.5	440	7.6	5.9	70969	0	1
3586	294	GF05003571S	soil	-22.8437	-48.4279	South America	2018	2018	anthropogenic	5.8S_Fun/ITS4_Fun	20.3	1746	5.4	2.2	226736	0	3
3621	298	GF05002968S	soil	42.4108	-85.3729	North America	2018	2018	cropland	ITS1F/ITS4	9.2	882	6.1	10.6	14427	0	1
3630	421	GF04004828S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	124850	0	3
3632	807	GF01005377S	soil	51.7	-5.27019	Europe	2013	2014	cropland	ITS5/5.8S_fungi	11	997	5.5	15.3	947035	0	7
3634	835	GF01001077S	soil	-34.692	138.667	Australia	2016	2016	grassland	ITS1F/ITS4	16.4	488	6.8	0.9	116717	0	1
3638	659	GF01018962S	soil	35.35	99.1667	Asia	2011	2011	grassland	ITS3/ITS4	-3.3	279	8.2	0.6	71641	0	16
3655	659	GF01018963S	soil	33.7167	92.1	Asia	2011	2011	grassland	ITS3/ITS4	-3.1	201	7.8	3.2	97207	0	31
3700	451	GF04002184S	soil	38.869	-122.429	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	93932	0	32
3714	835	GF01001081S	soil	-34.6159	138.782	Australia	2016	2016	woodland	ITS1F/ITS4	16	510	6.8	1.5	100076	0	10
3757	160	GF05016125S	rhizosphere soil	25.7886	112.621	Asia	2016	2016	cropland	5.8S_Fun/ITS4_Fun	19	1533	6.4	12.6	48159	0	28
3777	421	GF04004832S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	165748	0	4
3789	835	GF01001432S	soil	-42.8074	147.439	Australia	2014	2014	grassland	ITS1F/ITS4	12.8	456	6.1	2.5	121161	0	1
3801	574	GF03003386S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	96659	0	24
3818	835	GF01001088S	soil	-30.2013	149.597	Australia	2014	2014	cropland	ITS1F/ITS4	19.3	600	7	0.6	245958	0	1
3844	335	GF05000015S	root	8.90947	-82.8939	North America	2012	2012	cropland	5.8S/ITS4	19.9	3579	5.9	7.6	298807	0	28
3888	804	GF01005879S	root	47.32	4.6	Europe	2013	2013	woodland	ITS1F/ITS4	9.9	826	6.8	8.2	71910	0	2
3901	238	GF05010146S	soil	35.2167	107.667	Asia	2018	2018	cropland	ITS5/ITS2	10.9	585	7.8	3.4	45136	0	4
3914	194	GF05013113S	soil	-32.6047	-63.9519	South America	2013	2013	shrubland	ITS9MUNngs/ITS4ngsUni	17.3	895	6.8	1.4	18285	0	3
3941	421	GF04004834S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	139157	0	3
3946	251	GF05009288S	soil	38.6636	107.963	Asia	2019	2019	grassland	ITS1F/ITS2	8	302	8.3	0	109735	0	7
3950	835	GF01001103S	soil	-35.6352	138.118	Australia	2014	2014	woodland	ITS1F/ITS4	15.5	632	6.4	7	150271	0	2
3967	659	GF01018965S	soil	37.4833	95.9	Asia	2011	2011	grassland	ITS3/ITS4	1.5	60	8.5	0	51986	0	18
3987	421	GF04004835S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	181564	1	24
4030	499	GF03009136S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	59943	0	32
4040	499	GF03009158S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	67937	0	8
4043	582	GF03002056S	soil	27.58	99	Asia	2017	2017	cropland	ITS1F/ITS2	11	760	5.9	21.5	92915	0	1
4047	554	GF03005708S	soil	55.4717	9.11167	Europe	2012	2012	cropland	ITS3ngs1 to 5/ITS4ngs	8.4	903	5.7	15.9	29189	0	1
4055	499	GF03009164S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	80329	0	11
4122	574	GF03003387S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	87366	0	61
4190	574	GF03003388S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	109786	0	48
4200	659	GF01019107S	soil	36.1167	100.45	Asia	2011	2011	grassland	ITS3/ITS4	3.4	315	8.2	0	77927	0	47
4201	659	GF01019049S	soil	34.9833	98.5667	Asia	2011	2011	grassland	ITS3/ITS4	-3.9	347	7.8	2.9	119367	0	9
4202	658	GF01019142S	soil	33.2456	87.7122	Asia	2011	2011	desert	ITS3/ITS4	-3.8	183	8.5	0	33152	0	24
4203	659	GF01018966S	soil	36.1167	100.45	Asia	2011	2011	grassland	ITS3/ITS4	3.4	315	8.2	0	224518	0	28
4214	238	GF05010141S	soil	35.2167	107.667	Asia	2018	2018	cropland	ITS5/ITS2	10.9	585	7.8	3.4	57616	0	7
4215	238	GF05010137S	soil	35.2167	107.667	Asia	2018	2018	cropland	ITS5/ITS2	10.9	585	7.8	3.4	54647	0	5
4301	421	GF04004837S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	199385	1	1
4315	251	GF05009295S	soil	40.3663	109.227	Asia	2019	2019	grassland	ITS1F/ITS2	8	260	8.2	0.3	139896	0	1
4324	835	GF01001153S	soil	-34.7109	138.681	Australia	2016	2016	anthropogenic	ITS1F/ITS4	16.3	511	6.7	0	100463	0	7
4345	423	GF04004655S	soil	28.229	116.964	Asia	2017	2017	cropland	ITS1F/ITS2	19.2	1798	5.4	11.6	58150	0	1
4347	423	GF04004653S	soil	28.3612	116.97	Asia	2017	2017	cropland	ITS1F/ITS2	19.1	1732	5.8	14.2	71478	0	7
4358	821	GF01004848S	soil	-31.8575	147.708	Australia	2009	2009	shrubland	fITS7/ITS4	18.6	485	6.9	0.7	69400	0	3
4415	349	GF04019667S	soil	44.6963	123.761	Asia	2017	2017	grassland	ITS5/ITS2	6.1	433	8.4	2.1	69958	1	3
4428	73	GF05023630S	rhizosphere soil	44.3844	89.0936	Asia	2017	2017	cropland	ITS5/ITS2	8.9	181	8.3	0.6	69306	0	1
4431	349	GF04019668S	soil	44.6963	123.761	Asia	2017	2017	grassland	ITS5/ITS2	6.1	433	8.4	2.1	66953	1	1
4475	574	GF03003390S	soil	50.5083	3.5325	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.7	758	6.3	3.2	133401	0	14
4476	117	GF05019789S	soil	59.0584	26.384	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	5.1	630	6.6	17.6	51363	0	4
4493	378	GF04011000S	topsoil	21.61	101.57	Asia	2016	2016	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	667382	0	4
4562	835	GF01001186S	soil	-35.0857	138.659	Australia	2014	2014	woodland	ITS1F/ITS4	14.2	863	5.6	3.1	123317	0	10
4607	262	GF05006250S	soil	37.7664	-25.2258	Europe	2017	2017	grassland	ITS3ngs1 to 5 + ITS3ngs10/ITS4ngs	16.8	981	6.2	9	52440	0	71
4618	421	GF04004840S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	163830	1	5
4621	421	GF04004841S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	123991	1	2
4638	313	GF05001731S	air	-36.9162	174.646	Australia	2017	2017	anthropogenic	ITS1F/ITS2	15.3	1126	5.4	7.1	461327	0	2
4663	117	GF05019816S	soil	58.494	23.1654	Europe	2019	2019	cropland	fITS7+fITS7o/ITS4	6.7	583	5.9	11.9	55864	0	13
4668	421	GF04004890S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	55170	1	1
4674	421	GF04004843S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	196065	1	3
4683	54	GF05024860S	rhizosphere soil	22.1407	100.686	Asia	2015	2015	cropland	ITS3/ITS4	22.6	967	5.6	2.5	43744	0	26
4712	38	GF05027166S	root	51.18	10.37	Europe	2017	2017	forest	ITS3_KYO2/ITS4	8.1	572	5.5	15.6	56550	0	1
4734	194	GF05013180S	soil	-5.7903	145.057	Australia	2011	2011	shrubland	ITS9MUNngs/ITS4ngsUni	6.7	3285	5.6	18.2	7812	0	2
4852	804	GF01005884S	root	47.3	3.59	Europe	2013	2013	grassland	ITS1F/ITS4	11.2	786	6.3	5	73165	0	1
4864	421	GF04004875S	soil	43.1333	-89.35	North America	2015	2015	grassland	fITS9/ITS4	8.7	775	6.3	5.7	178302	1	2
4888	451	GF04002188S	soil	38.869	-122.429	North America	2013	2013	grassland	ITS1F/ITS3	12.7	872	6.1	8.4	110060	1	20
4892	250	GF05009376S	soil	45.4167	127.567	Asia	2015	2015	anthropogenic	ITS3/ITS4	3.8	551	5.7	16.4	80262	0	16
4912	378	GF04010949S	topsoil	21.61	101.57	Asia	2017	2017	forest	gITS7ngs/ITS4ngsUni	21.6	1418	5.2	1.4	789707	0	69
4932	528	GF03007408S	soil	37.0064	-2.98613	Europe	2013	2013	shrubland	ITS86F/ITS4	13.2	446	7.3	2.4	133957	0	81
5074	574	GF03003391S	soil	50.5939	3.48917	Europe	2015	2015	cropland	ITS3ngs mix/ITS4ngs	10.6	763	5.8	2.2	137063	0	11
5102	499	GF03009137S	soil	43.3167	124.233	Asia	2017	2017	cropland	ITS86F/ITS4	7	569	7.7	3.9	49163	0	75
5145	410	GF04005507S	root	45.11	5.89	Europe	2014	2014	forest	fITS7/ITS4	3.3	1554	5.1	12.2	11337	0	1
5175	421	GF04004847S	soil	42.38	-85.37	North America	2015	2015	grassland	fITS9/ITS4	9.2	881	6	14.2	161772	1	33
